"Ita_Word" "Eng_Word" "length" "WordClass" "ldt_acc" "ldt_rt" "nt_acc" "nt_rt" "ldt_rt_z" "nt_rt_z" "Auditory" "Gustatory" "Haptic" "Olfactory" "Visual" "mod_e" "mod_exc" "max" "min" "mean" "mag" "mink"
"danneggiare" "impair" 11 "v" 1 654.933333333333 1 573.448275862069 0.146398217983601 0.229829825194735 2.75 0.19 3.09 0.61 3.98 "v" 35.6873822975518 3.98 0.19 2.124 5.77574237652616 4.84283330226303
"danno" "damage" 5 "n" 0.933333333333333 619.214285714286 1 520.928571428571 -0.199042289592863 -0.255229894972621 2.79 0.44 2.04 0.7 4.16 "v" 36.7226061204344 4.16 0.44 2.026 5.47127955783654 4.68187957169065
"debito" "debt" 6 "n" 1 579.066666666667 1 521.925925925926 -0.299896004219101 -0.13860855515759 1.7 0.05 0.21 0.05 2.11 "v" 50 2.11 0.05 0.824 2.71867614842224 2.42816595735212
"debole" "feeble" 6 "a" 0.966666666666667 556 1 537.538461538462 -0.456172623587826 0.0192092031327063 2.79 0.86 2.32 1 3.53 "v" 25.4285714285714 3.53 0.86 2.1 5.23134781867924 4.3057762645714
"decomporsi" "decompose" 10 "v" 0.866666666666667 851.807692307692 1 605.068965517241 1.29577405536485 0.446803108211582 0.3 0.37 1.6 3.35 4.16 "v" 39.4683026584867 4.16 0.3 1.956 5.59598070046708 4.84540712327442
"decorare" "decorate" 8 "v" 0.933333333333333 627.75 1 584.222222222222 -0.0160331572027147 0.300101140449898 0.71 0.16 2.93 0.37 4.37 "v" 49.2974238875878 4.37 0.16 1.708 5.32432155302438 4.77714642680067
"deforme" "deformed" 7 "a" 0.8 737.083333333333 1 559.444444444444 0.758967378646379 0.146152601768243 0.68 0.23 4 0.26 4.63 "v" 44.8979591836735 4.63 0.23 1.96 6.16601978589106 5.46921670061167
"delizia" "delight" 7 "n" 1 598.6 1 570.25 -0.111992109398432 0.0350039903445134 1.54 4.68 1.47 3.25 3.33 "g" 22.4947442186405 4.68 1.47 2.854 6.93442859938726 5.65233861472468
"deludere" "disappoint" 8 "v" 1 603.666666666667 1 545.041666666667 -0.135852800427418 0.159197399084668 3.16 0.67 0.65 0.39 2.98 "a" 35.2866242038217 3.16 0.39 1.57 4.45976456777709 3.88534484542933
"demonio" "demon" 7 "n" 0.866666666666667 709.346153846154 1 516.625 0.508357036099272 -0.141087712621976 1.44 0.05 0.32 0.26 1.65 "v" 43.010752688172 1.65 0.05 0.744 2.22903566593269 1.95991687138758
"denaro" "money" 6 "n" 0.966666666666667 590.310344827586 1 473 -0.295140876627531 -0.51652973042137 1.57 0.11 4.02 1.23 4.72 "v" 39.5708154506438 4.72 0.11 2.33 6.51373164936966 5.60249619795467
"dentista" "dentist" 8 "n" 0.933333333333333 608.964285714286 1 546.583333333333 -0.11037802136782 0.213185235979322 2.86 1.39 2.53 1.93 4.56 "v" 23.8884702336096 4.56 1.39 2.654 6.40555227907789 5.24489511341044
"depressione" "depression" 11 "n" 1 631.366666666667 1 568.178571428571 -0.00960980015010069 0.170666956924235 2.73 0.18 0.46 0.21 3.11 "v" 43.796711509716 3.11 0.18 1.338 4.17290066979793 3.69722404396267
"depresso" "depressed" 8 "a" 1 578.033333333333 1 533.689655172414 -0.215619788253183 -0.182722354343201 3.46 0 0.28 0.09 3.81 "v" 49.869109947644 3.81 0 1.528 5.15501697378389 4.59076214752783
"deridere" "tease" 8 "v" 0.833333333333333 727.64 1 610.333333333333 0.611145561990084 0.538677560882947 4.18 0.09 0.26 0.09 3.42 "a" 50.8706467661692 4.18 0.09 1.608 5.40856727793969 4.83537741945811
"desiderio" "wish" 9 "n" 0.933333333333333 614.071428571429 1 544.434782608696 0.00797303211532167 -0.0361167043409726 2.12 0.86 1.09 0.84 2.04 "a" 18.4172661870504 2.12 0.84 1.39 3.35995535684628 2.73870101106399
"detestare" "detest" 9 "v" 1 772.866666666667 1 635.5 0.99722820504374 0.566288385113548 3.09 1.21 1.3 1.28 3.12 "v" 19.1 3.12 1.21 2 4.90662817013884 4.04002871430103
"dettaglio" "detail" 9 "n" 1 627.2 1 565.333333333333 -0.00128259620314745 0.0113440507903472 2.59 1.36 2.32 1.39 4.27 "v" 24.3922883487007 4.27 1.36 2.386 5.83995719162392 4.83339993830795
"devoto" "devoted" 6 "a" 0.9 657.185185185185 1 558.107142857143 0.130315138898891 0.104697028596189 3.12 0.07 0.6 0.28 3.46 "v" 45.0199203187251 3.46 0.07 1.506 4.70630428255547 4.16077153388959
"diamante" "diamond" 8 "n" 0.933333333333333 612.678571428571 1 523.384615384615 -0.057988828476201 -0.266302930497689 0.42 0.02 3.88 0.09 4.79 "v" 51.8478260869565 4.79 0.02 1.84 6.17927180175787 5.52209444080543
"diavolo" "devil" 7 "n" 0.966666666666667 526.551724137931 1 529.724137931035 -0.680189503378178 -0.0702747309364704 1.42 0.07 0.51 0.32 1.72 "v" 40.8415841584158 1.72 0.07 0.808 2.31131996919509 2.00974395061857
"dignitoso" "dignified" 9 "a" 0.966666666666667 639.206896551724 1 634.086956521739 0.130590980363918 0.693746071801493 2.28 0.6 0.68 0.6 3.53 "v" 38.1014304291287 3.53 0.6 1.538 4.34070270808771 3.83915565293468
"dio" "god" 3 "n" 1 577.666666666667 1 583.541666666667 -0.210631642052212 0.481064088738342 0.91 0.21 0.19 0.18 0.82 "a" 31.6017316017316 0.91 0.18 0.462 1.27007873771668 1.09886687723502
"dipendente" "addicted" 10 "a" 0.966666666666667 653.275862068965 0.964285714285714 609.36 0.136518889937103 0.378831131526789 2.07 0.53 0.86 0.56 3.18 "v" 36.8055555555556 3.18 0.53 1.44 3.96628289460043 3.47568794757525
"diploma" "diploma" 7 "n" 0.966666666666667 593.689655172414 1 545.518518518518 -0.259416452312329 0.0148886828507034 1.32 0 2.56 0.18 4.3 "v" 51.4354066985646 4.3 0 1.672 5.1786484723333 4.61967027250198
"disastro" "disaster" 8 "n" 1 582.5 1 576.535714285714 -0.27215300874541 0.325736585113882 3.16 1.05 1.63 1.11 3.96 "v" 26.672777268561 3.96 1.05 2.182 5.53702988975136 4.64946053016257
"discarica" "dump" 9 "n" 0.833333333333333 689.04 1 651.964285714286 0.465706148903825 0.84952540914633 1.81 0.12 1.82 4.16 4.65 "v" 36.0668789808917 4.65 0.12 2.512 6.74766626323502 5.69283965981379
"disdegno" "scorn" 8 "n" 0.733333333333333 798.545454545455 1 646.72 0.865570699611628 0.71195498736895 2.65 0.41 0.48 0.48 3.15 "v" 38.2147838214784 3.15 0.41 1.434 4.19212356688111 3.68784923246088
"disertore" "deserter" 9 "n" 0.733333333333333 819.136363636364 1 694.310344827586 1.19663004495686 1.05631758716295 2.44 0.05 0.38 0.06 3.35 "v" 52.5477707006369 3.35 0.05 1.256 4.16252327320821 3.73675020585099
"disgustato" "disgusted" 10 "a" 1 641.533333333333 1 673.851851851852 0.0417505172320224 0.699118888141794 2.58 2.18 0.79 1.49 3.79 "v" 27.7008310249307 3.79 0.79 2.166 5.34949530329731 4.41014653900895
"disincantato" "blase" 12 "a" 0.933333333333333 794.5 1 735.75 1.02903694037125 1.29303997695019 2.23 0.2 0.3 0.27 2.46 "v" 41.3919413919414 2.46 0.2 1.092 3.35073126347071 2.96368006184591
"disinvolto" "nonchalant" 10 "a" 0.933333333333333 694.214285714286 1 627.36 0.345313992220048 0.670172097728132 3.26 0.16 0.72 0.21 3.81 "v" 44.7303921568627 3.81 0.16 1.632 5.07265216627358 4.48702305796706
"disordinato" "messy" 11 "a" 0.966666666666667 688.551724137931 1 618.444444444444 0.347465328051405 0.356930334102908 1.32 0.4 2.18 0.39 4.7 "v" 47.9421579532814 4.7 0.39 1.798 5.37558368923785 4.88548416813569
"disperato" "despairing" 9 "a" 1 621.4 1 610.178571428571 -0.08828309037767 0.573404907622888 3.93 0.23 0.55 0.32 3.93 "v" 41.2946428571429 3.93 0.23 1.792 5.59889274767788 4.9543610039042
"dispetto" "mischief" 8 "n" 0.966666666666667 650.931034482759 0.964285714285714 614 0.120655110020259 0.35527738950629 2.98 0.49 1.04 0.42 3.6 "v" 37.2801875732708 3.6 0.42 1.706 4.8309936866032 4.20656933011445
"dispiaciuto" "displeased" 11 "a" 0.966666666666667 670.310344827586 1 604.222222222222 0.26021467967297 0.360725916000601 3.6 0.09 0.53 0.11 3.68 "v" 44.8189762796504 3.68 0.09 1.602 5.17720967317338 4.58905667410945
"disprezzare" "despise" 11 "v" 0.933333333333333 698.428571428571 1 692.714285714286 0.418383058599338 0.975977379290462 3.18 0.95 1.05 0.82 3.3 "v" 26.6666666666667 3.3 0.82 1.86 4.86618947432177 4.13421301660531
"disprezzo" "contempt" 9 "n" 1 584.966666666667 1 595.310344827586 -0.298466392498447 0.284298784792287 3.67 0.82 1.07 1.04 3.7 "v" 27.9611650485437 3.7 0.82 2.06 5.48249943000453 4.68732267939603
"distaccato" "detached" 10 "a" 0.966666666666667 595.896551724138 1 639.785714285714 -0.17294922689616 0.697320942400725 2.6 0.11 1.81 0.14 3.89 "v" 44.2105263157895 3.89 0.11 1.71 5.01995019895616 4.35107094783714
"distante" "aloof" 8 "a" 1 645.366666666667 1 582.88 0.120110784583232 0.344020738056736 2.79 0.21 1.41 0.67 4.54 "v" 45.010395010395 4.54 0.21 1.924 5.55668966202001 4.91050844863854
"distruggere" "destroy" 11 "v" 1 679.6 1 595.518518518518 0.183545431873894 0.53338485365166 3.32 0.32 2.93 0.46 3.98 "v" 33.2425068119891 3.98 0.32 2.202 5.98010869466434 4.9989734025673
"distruzione" "destruction" 11 "n" 0.966666666666667 680.034482758621 1 564.384615384615 0.278660775975547 0.126081852631802 3.74 0.07 2.05 0.67 4.37 "v" 39.4495412844037 4.37 0.07 2.18 6.14335413271936 5.24976032768302
"disturbare" "disturb" 10 "v" 0.966666666666667 622.586206896552 1 608.555555555556 -0.0910342386736171 0.52153931702943 3.82 0.79 1.61 1.21 3.58 "a" 27.5204359673025 3.82 0.79 2.202 5.66472417686863 4.7631372023047
"dito" "finger" 4 "n" 0.9 665.777777777778 1 571.869565217391 -0.0275456307599959 0.483136965741144 0.6 0.35 4.75 0.65 4.82 "v" 40.0179051029544 4.82 0.35 2.234 6.83373250866611 6.03393312684908
"divano" "sofa" 6 "n" 0.933333333333333 579.821428571429 1 495.892857142857 -0.372581899755548 -0.44095479081964 0.47 0.02 4.65 0.89 4.81 "v" 44.1881918819188 4.81 0.02 2.168 6.76550072056755 5.968708067686
"divertimento" "fun" 12 "n" 0.966666666666667 644.724137931035 1 565 0.0801523075909239 0.26176183803305 3.75 0.58 1.19 0.63 4.09 "v" 34.27734375 4.09 0.58 2.048 5.7393379409127 4.97699595173166
"divorzio" "divorce" 8 "n" 1 575.066666666667 1 538.62962962963 -0.36275071536177 0.0266347208452026 2.42 0.04 0.16 0.04 2.72 "v" 49.8141263940521 2.72 0.04 1.076 3.64466733735742 3.2491235506455
"dollaro" "dollar" 7 "n" 1 616.833333333333 1 541.9 0.0241059887185393 -0.106028022442567 0.91 0.04 3.74 1.11 4.86 "v" 45.2157598499062 4.86 0.04 2.132 6.29833311281644 5.53123980978471
"dolore" "ache" 6 "n" 1 517.166666666667 1 499.384615384615 -0.811215670327985 -0.327666543876506 2.84 0.41 3.39 0.38 3.25 "h" 29.3086660175268 3.39 0.38 2.054 5.51658408800228 4.58388248744174
"dominante" "controlling" 9 "a" 0.866666666666667 680.923076923077 1 604.655172413793 0.320774712238339 0.342955555590964 3.18 0.98 1.5 1.05 3.8 "v" 26.8315889628925 3.8 0.98 2.102 5.37264366955412 4.52257379779822
"donna" "woman" 5 "n" 0.933333333333333 544.464285714286 1 478.846153846154 -0.712392042531161 -0.548383546459964 4 0.77 3.54 2.33 4.81 "v" 26.1488673139159 4.81 0.77 3.09 7.59536042594425 6.15126882406887
"dono" "present" 4 "n" 0.933333333333333 606.857142857143 1 503.333333333333 -0.175732091225837 -0.178984587924283 1.51 0.79 3.18 0.86 4.16 "v" 32.0952380952381 4.16 0.79 2.1 5.57331140346563 4.77277372531164
"dormire" "sleep" 7 "v" 0.966666666666667 572.724137931035 1 521.068965517241 -0.412720176251892 -0.314563445697719 2.39 0.11 1.4 0.28 3.65 "v" 45.2107279693487 3.65 0.11 1.566 4.59185147843438 4.02168075308748
"dottore" "doctor" 7 "n" 1 545.266666666667 1 511.892857142857 -0.587803911926764 -0.293913551578431 3.33 0.16 2.16 1.07 4.6 "v" 39.2226148409894 4.6 0.16 2.264 6.17130456224614 5.26044929586052
"drogato" "addict" 7 "n" 0.933333333333333 574.714285714286 1 544.25 -0.338487449064203 0.0550748878647499 2.45 0.25 1.39 0.96 4.11 "v" 42.1397379912664 4.11 0.25 1.832 5.08043305240803 4.44321460518081
"duro" "hard" 4 "a" 1 579.733333333333 1 524.730769230769 -0.410543636376807 -0.201486191997355 0.89 0.77 4.93 0.16 3.16 "h" 48.1331987891019 4.93 0.16 1.982 5.97503974882176 5.34315368474426
"eccellenza" "excellence" 10 "n" 1 642.2 1 509.928571428571 0.107175899305543 -0.434876844625112 2.75 2.19 1.35 1.75 3.33 "v" 17.4142480211082 3.33 1.35 2.274 5.3228281956118 4.23668025493186
"eccezionale" "outstanding" 11 "a" 0.966666666666667 620.896551724138 1 555.307692307692 0.110372558030228 0.150540241810653 3.5 2.59 2.09 2.13 3.96 "v" 13.104414856342 3.96 2.09 2.854 6.59884080729335 5.20656273217296
"eccitato" "aroused" 8 "a" 0.966666666666667 612.172413793103 1 546.888888888889 -0.0539516306253384 0.032783021843107 3.68 0.44 2.37 0.7 4.12 "v" 32.5375773651636 4.12 0.44 2.262 6.06772609797113 5.11099507915891
"eccitazione" "excitement" 11 "n" 0.966666666666667 607.379310344828 1 545.777777777778 -0.0175174889171356 -0.017255733522387 3.42 1.35 3.05 1.47 4.05 "v" 20.23988005997 4.05 1.35 2.668 6.43310189566433 5.197944651222
"edificio" "building" 8 "n" 0.966666666666667 611.413793103448 1 591.964285714286 0.0782718559261867 0.282151131569715 0.93 0.04 3.11 0.7 4.79 "v" 49.6342737722048 4.79 0.04 1.914 5.82861046905693 5.20642562415951
"egoista" "selfish" 7 "a" 0.966666666666667 614.551724137931 1 468.538461538462 -0.131952267356564 -0.789901941735377 3.4 0.05 0.53 0.12 3.51 "v" 45.4664914586071 3.51 0.05 1.522 4.91710280551465 4.3567786328938
"elefante" "elephant" 8 "n" 0.966666666666667 603.241379310345 1 484.153846153846 -0.0531560570004958 -0.679971885318584 3.74 0.16 3.12 2.19 4.88 "v" 33.4989354151881 4.88 0.16 2.818 7.23588971723588 5.93831975473865
"elegante" "elegant" 8 "a" 1 613.633333333333 1 520.357142857143 -0.143579532545393 -0.306967863157357 1.88 0.91 1.54 0.96 4.6 "v" 37.3104145601618 4.6 0.91 1.978 5.3680257078371 4.78081524991727
"elemento" "item" 8 "n" 0.966666666666667 632.310344827586 1 518 0.0839256979420704 -0.272602479112891 1.45 1.16 2.27 1.23 3.27 "v" 22.4946695095949 3.27 1.16 1.876 4.56144713879269 3.75943117055108
"elettrodomestico" "appliance" 16 "n" 1 801.266666666667 1 645.357142857143 1.19764687737202 0.763112730263833 3.95 0.14 4.02 0.68 4.82 "v" 34.3864805290228 4.82 0.14 2.722 7.44830853281468 6.20488711968448
"elicottero" "helicopter" 10 "n" 0.9 693.962962962963 1 527.62962962963 0.234834329872548 -0.255889626474086 4.48 0.02 2.29 0.35 4.7 "v" 39.527027027027 4.7 0.02 2.368 6.89401189439067 5.90393555291808
"emicrania" "headache" 9 "n" 0.933333333333333 698.964285714286 1 581.481481481482 0.523548557926904 0.137721917714776 1.02 0.07 1.7 0.04 1.05 "h" 42.7835051546392 1.7 0.04 0.776 2.24486079746607 1.92490211454815
"entusiasmare" "thrill" 12 "v" 0.833333333333333 849 1 710.740740740741 1.37838261157098 1.06098910163448 3.38 1.32 1.45 1.16 3.27 "a" 20.9829867674858 3.38 1.16 2.116 5.22568655776444 4.31764417735422
"entusiasmo" "zest" 10 "n" 0.966666666666667 649.448275862069 1 564.035714285714 0.148984340028718 0.167675881750061 3.77 0.32 0.79 0.21 3.67 "a" 40.6392694063927 3.77 0.21 1.752 5.33407911452389 4.69585516580859
"erba" "grass" 4 "n" 1 590.5 1 502.321428571429 -0.24227234304892 -0.47034089572265 1.05 0.91 4.32 3.47 4.7 "v" 26.2283737024221 4.7 0.91 2.89 7.39756040867528 6.1103442419777
"eroina" "heroin" 6 "n" 1 649.7 1 502.615384615385 0.103333881682996 -0.53065327008968 1 1.54 2.14 1.45 3.63 "v" 26.9467213114754 3.63 1 1.952 4.81981327439145 4.02758803760259
"erotico" "erotic" 7 "a" 0.966666666666667 641.448275862069 1 506.615384615385 0.0908969632780762 -0.332993874920049 3.63 1.67 3.74 2.26 4.51 "v" 17.9633143580013 4.51 1.67 3.162 7.44319151977161 5.92575413143122
"errore" "mistake" 6 "n" 1 635.633333333333 1 480.259259259259 0.055721127080773 -0.588578669537413 3.07 1 0.96 0.72 3.32 "v" 28.6659316427784 3.32 0.72 1.814 4.78406730721883 4.07738480603604
"esecuzione" "execution" 10 "n" 1 710.466666666667 0.964285714285714 595.541666666667 0.476113214379493 0.409020420766065 2.75 0 0.86 0.28 4.04 "v" 50.9457755359395 4.04 0 1.586 4.97012072287988 4.43772905198683
"esercito" "army" 8 "n" 1 621.466666666667 1 547.964285714286 -0.0129454943868488 -0.148947751704942 3.88 0.11 0.79 0.39 4.75 "v" 46.7741935483871 4.75 0.11 1.984 6.19719291292437 5.49737214408051
"esercizio" "exercise" 9 "n" 1 589.166666666667 1 577.928571428571 -0.218863676308049 0.235706765075052 2.14 0.25 1.89 0.49 3.71 "v" 40.8018867924528 3.71 0.25 1.696 4.7136397825884 4.0766408738038
"estasi" "ecstasy" 6 "n" 0.8 785.75 1 508.964285714286 0.938669899318766 -0.279767308998561 3.02 2.19 2.16 2.02 3.49 "v" 11.4130434782609 3.49 2.02 2.576 5.90276206533856 4.62412841623225
"esterno" "outdoors" 7 "a" 0.966666666666667 635.51724137931 1 555.038461538462 -0.0221760087163652 -0.0198145133002336 2.19 0.32 1.58 0.84 4.23 "v" 42.6855895196507 4.23 0.32 1.832 5.09837228927037 4.49398719573468
"esultante" "elated" 9 "a" 0.966666666666667 738.241379310345 1 563.307692307692 0.581326664263651 0.0856242044271065 4.39 0.21 0.77 0.23 4.26 "a" 42.393509127789 4.39 0.21 1.972 6.17329733610815 5.4557468880094
"evento" "event" 6 "n" 0.933333333333333 627.857142857143 1 552.620689655172 -0.0611936271507138 -0.0712419534306933 3.21 0.82 0.84 0.98 3.7 "v" 30.1570680628272 3.7 0.82 1.91 5.13152024257919 4.41082775754388
"evidente" "plain" 8 "a" 0.9 676.925925925926 1 500.538461538462 0.243884581312515 -0.287764431259536 2.37 0.98 1.35 1.11 4.23 "v" 32.3705179282869 4.23 0.98 2.008 5.2464082952054 4.54309572349241
"evidenziatore" "marker" 13 "n" 0.966666666666667 745.51724137931 1 577.814814814815 0.766494173953534 0.270620973923996 0.98 0.11 3.88 1.72 4.86 "v" 41.1255411255411 4.86 0.11 2.31 6.52724290952926 5.63818817235819
"faccia" "face" 6 "n" 1 582.533333333333 1 519.931034482759 -0.356780997008082 -0.34877094173655 0.32 0.11 4.11 0.58 4.79 "v" 47.2250252270434 4.79 0.11 1.982 6.34721198637638 5.64159065382083
"facile" "easy" 6 "a" 0.933333333333333 568.214285714286 1 520.321428571429 -0.43411749542766 -0.264514071399086 2.23 0.37 1.14 0.3 3.39 "v" 41.5881561238223 3.39 0.3 1.486 4.24163883422434 3.72308390261853
"falco" "hawk" 5 "n" 0.933333333333333 606.607142857143 1 512.25 -0.0923386900249173 -0.195612007143047 3.6 0.32 2.7 0.74 4.81 "v" 36.8940016433854 4.81 0.32 2.434 6.63597016268157 5.6258755035605
"fallimento" "failure" 10 "n" 1 648.233333333333 1 524.642857142857 0.202227028105193 -0.137986517148724 2.72 0.51 0.49 0.4 3.26 "v" 38.7533875338753 3.26 0.4 1.476 4.32275375195025 3.80488577461509
"falso" "false" 5 "a" 0.933333333333333 577.107142857143 1 524.206896551724 -0.385043129656586 -0.203067524187376 3.11 1.09 1.89 1.23 3.47 "v" 22.0574606116775 3.47 1.09 2.158 5.29018903253939 4.34040371915973
"fama" "fame" 4 "n" 0.966666666666667 647 1 523.464285714286 -0.0500399026516717 -0.16975591534779 2.84 0.35 0.44 0.28 3.18 "v" 40.9026798307475 3.18 0.28 1.418 4.3095823463533 3.80787257546655
"famelico" "starving" 8 "a" 0.8 764.25 1 604.928571428571 1.04745673545341 0.447090886605362 2.13 0.48 0.63 0.27 3.54 "v" 46.3829787234043 3.54 0.27 1.41 4.21529358408166 3.78920720997187
"famiglia" "family" 8 "n" 0.933333333333333 579.071428571429 1 486.814814814815 -0.491119248661065 -0.544313631290617 3.4 0.67 2.14 1.6 4.4 "v" 30.5487305487306 4.4 0.67 2.442 6.20552173471337 5.17618681268004
"famoso" "famous" 6 "a" 1 547.758620689655 1 489.296296296296 -0.55540320632389 -0.447033830082713 3.56 0.77 0.96 0.84 4.46 "v" 34.8441926345609 4.46 0.77 2.118 5.89790640820961 5.13964393916017
"fanale" "headlight" 6 "n" 0.633333333333333 783.263157894737 1 543.535714285714 0.741430128177542 -0.118662503787601 0.23 0.02 2.4 0.07 4.7 "v" 63.0727762803235 4.7 0.02 1.484 5.2828212159792 4.9001460181393
"fanghiglia" "slush" 10 "n" 0.466666666666667 833.642857142857 1 670.607142857143 1.15620335147313 0.971782769837691 1.13 0.29 3.57 1.86 4.55 "v" 37.3684210526316 4.55 0.29 2.28 6.18611348101536 5.28477665479065
"fangoso" "muddy" 7 "a" 0.8 679.166666666667 1 544.392857142857 0.295516774125167 0.0090964983514303 1.07 0.28 3.74 1.72 4.49 "v" 37.2566371681416 4.49 0.28 2.26 6.19107422019798 5.30344994322318
"fantasia" "fantasy" 8 "n" 1 617.566666666667 1 536.72 -0.153453811078223 -0.0745863237272564 2.4 1.14 0.82 0.84 2.53 "v" 22.1216041397154 2.53 0.82 1.546 3.85207736163229 3.19595494748269
"farfalla" "butterfly" 8 "n" 0.9 624.333333333333 1 510.115384615385 0.139159458938549 -0.359476885051448 0.58 0.11 2.68 0.18 4.84 "v" 56.3766388557807 4.84 0.11 1.678 5.56676746415727 5.10230590330298
"faro" "lighthouse" 4 "n" 0.866666666666667 688.461538461538 1 529.76 0.309135832326541 -0.0201311348546775 0.61 0.02 1.46 0.21 4.77 "v" 67.1852899575672 4.77 0.02 1.414 5.03001988067642 4.81855834882805
"fascino" "glamour" 7 "n" 0.966666666666667 605.068965517241 1 551.655172413793 -0.110766079985012 0.0124514560739749 2.7 0.61 0.77 1.07 4.21 "v" 38.4615384615385 4.21 0.61 1.872 5.20807066004293 4.58219357429858
"fase" "phase" 4 "n" 0.933333333333333 626.071428571429 1 540.379310344828 -0.0498145524774835 -0.146539071226296 1.25 0.16 0.24 0.16 1.87 "v" 46.4673913043478 1.87 0.16 0.736 2.27336754617462 2.04197489131582
"fastidio" "nuisance" 8 "n" 0.966666666666667 641.551724137931 1 525.730769230769 -0.0530816078570842 -0.0288534729893401 3.47 2.05 2.77 2.37 3.54 "v" 10.4929577464789 3.54 2.05 2.84 6.48573820008178 5.05701274514807
"fattoria" "farm" 8 "n" 0.933333333333333 722.535714285714 1 518.178571428571 0.468773328848539 -0.128738453600968 3.81 0.75 2.14 3.89 4.82 "v" 26.4114211550941 4.82 0.75 3.082 7.61726328808451 6.18299709223459
"favore" "favor" 6 "n" 1 605.4 1 496.5 -0.201352761031 -0.501242392663007 2.61 0.19 0.51 0.18 2.7 "v" 40.7108239095315 2.7 0.18 1.238 3.79877611869928 3.35037266218856
"fazzoletto" "kerchief" 10 "n" 1 594.133333333333 1 516.344827586207 -0.164533358432305 -0.246009681047571 0.67 0.4 4.19 1.56 4.74 "v" 37.5432525951557 4.74 0.4 2.312 6.56248428569547 5.68997583598223
"febbre" "fever" 6 "n" 1 589.833333333333 1 542.928571428571 -0.203831702894861 -0.0709061621292238 1 0.25 2.95 0.63 2.56 "h" 36.5358592692828 2.95 0.25 1.478 4.08845936753687 3.52271653999568
"feccia" "scum" 6 "n" 0.833333333333333 733.24 1 554.857142857143 0.553497977660408 0.0241938096888701 1.82 0.45 1.43 2.04 3.88 "v" 35.6548856548857 3.88 0.45 1.924 4.97752950769757 4.23479477238962
"felice" "happy" 6 "a" 0.933333333333333 596 1 535.846153846154 -0.385266445967522 -0.106956027525409 3.91 0.72 1 0.7 4.12 "v" 32.7272727272727 4.12 0.7 2.09 5.85413529054463 5.08426841480035
"felpa" "sweatshirt" 5 "n" 1 621.7 1 527.518518518518 -0.0310004857532779 -0.173936063981887 0.42 0.04 4.25 0.91 4.72 "v" 45.2611218568665 4.72 0.04 2.068 6.4301632949716 5.67479789689545
"femminuccia" "sissy" 11 "n" 0.966666666666667 691.862068965517 1 557.346153846154 0.382019106764967 0.212868603785131 2.95 0.14 1.04 0.46 3.72 "v" 43.0806257521059 3.72 0.14 1.662 4.8840249794611 4.2795161876328
"ferie" "vacation" 5 "n" 0.9 612.444444444444 1 529.035714285714 -0.0417609879108988 0.0606262516863427 1.93 0.95 0.98 0.82 2.41 "v" 22.425952045134 2.41 0.82 1.418 3.47394588328604 2.86580986803386
"ferita" "injury" 6 "n" 0.866666666666667 606 1 521.8 -0.123306433087226 -0.0843107558205462 0.75 0.38 3.77 0.69 4.52 "v" 40.9495548961424 4.52 0.38 2.022 5.98550749728041 5.27443840895119
"ferite" "wounds" 6 "a" 0.866666666666667 597.307692307692 1 611.666666666667 -0.0968558369299587 0.460235610153542 1.02 0.44 3.46 0.82 4.67 "v" 40.6340057636888 4.67 0.44 2.082 5.97385135402614 5.25319000687253
"ferito" "hurt" 6 "n" 0.866666666666667 639.346153846154 1 573.730769230769 0.0696905698393394 0.159878557979893 2.75 0.09 2.68 0.81 4.58 "v" 41.1549037580202 4.58 0.09 2.182 6.03203945610438 5.15074032151093
"ferro" "iron" 5 "n" 0.933333333333333 583.357142857143 1 533.310344827586 -0.317421225763958 -0.00486290517506667 1.37 0.68 3.89 0.86 4.58 "v" 34.2706502636204 4.58 0.68 2.276 6.25998402553872 5.41133446875754
"festa" "party" 5 "n" 1 568.233333333333 1 508.678571428571 -0.52576031774352 -0.336910158826372 4.39 1.53 1.57 1.63 4.6 "v" 22.3760932944606 4.6 1.53 2.744 6.92060690980206 5.78620120441704
"festivo" "festive" 7 "a" 0.966666666666667 607.827586206897 1 524.652173913043 -0.122132207667132 -0.0309813493609692 3.32 0.98 0.7 1.12 3.67 "v" 30.3370786516854 3.67 0.7 1.958 5.21498801532659 4.45996338457878
"fetido" "foul" 6 "a" 0.766666666666667 776.260869565217 1 606.041666666667 0.904223102616252 0.514112322521341 0.32 1.15 0.98 4.57 2.8 "o" 43.2790224032587 4.57 0.32 1.964 5.57765183567422 4.93092790980098
"fetore" "stench" 6 "n" 0.733333333333333 713.136363636364 1 598.192307692308 0.857545509737965 0.443527502997409 0.26 0.65 0.18 4.86 0.91 "o" 68.2215743440233 4.86 0.18 1.372 4.99701911143033 4.87479574861975
"ficcanaso" "busybody" 9 "n" 0.933333333333333 751.857142857143 1 679.333333333333 0.768506237562508 0.799761002306128 3.16 0.02 0.25 0.02 3.4 "v" 49.3430656934307 3.4 0.02 1.37 4.64853740438861 4.13836946766707
"fidanzato" "sweetheart" 9 "a" 0.966666666666667 593.689655172414 1 583.222222222222 -0.261823842097667 0.0490092537161966 3.21 0.56 2.28 1.46 4.28 "v" 31.5521628498728 4.28 0.56 2.358 6.02213417319807 5.02149435942848
